sID,conversation_id,message_id,user_query,dewey_match,response,routing,risk,risk_note,created_at,Accurate?,Notes,Expert review,Lang,coding_ID,primary_code,sec_codes,sent,bot_answer_rating,trust_flag,other_flags,original_coder_notes,risk_amt,risk_note_coders,mutiple_coders_flag,coding_stage,coding_time,sent_post,human_code,model_code
3040,183679,1183580,"If I request a Ballot by mail, can I use that ballot to vote in person at my polling place on November 5th?","If I received a mail in ballot, can I still vote in person?","If you request a ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot but decide not to use it, you can still vote in person at your local polling place on Election Day, November 5th. Bring all your ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot components, including the envelopes, to your polling place and turn them over to poll workers. Youâ€™ll be required to sign a form declaring that you havenâ€™t voted by mail. After that, you should be allowed to vote at the precinct.",near,5,"The output is fully validated by the context. It accurately describes the process of voting in person if you have a mail ballot but decide not to use it. The output includes all necessary details such as bringing all mail ballot components, signing a form, and being allowed to vote at the precinct. There are no notable additions, omissions, or inaccuracies.",10/17/24 12:49,Yes,Ibid. (see note below),,en,1492,[EL],"[Mail-in] , [Voting Req]",[N],"[Near, Accept]",[],,,1,,TRUE,5,16:06:50,[NEU],EL_Mail-in,EL_Mail-in
3040,183679,1183580,"If I request a Ballot by mail, can I use that ballot to vote in person at my polling place on November 5th?","If I received a mail in ballot, can I still vote in person?","If you request a ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot but decide not to use it, you can still vote in person at your local polling place on Election Day, November 5th. Bring all your ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot components, including the envelopes, to your polling place and turn them over to poll workers. Youâ€™ll be required to sign a form declaring that you havenâ€™t voted by mail. After that, you should be allowed to vote at the precinct.",near,5,"The output is fully validated by the context. It accurately describes the process of voting in person if you have a mail ballot but decide not to use it. The output includes all necessary details such as bringing all mail ballot components, signing a form, and being allowed to vote at the precinct. There are no notable additions, omissions, or inaccuracies.",10/17/24 12:49,Yes,Ibid. (see note below),,en,1492,[EL],"[Mail-in] , [Voting Req]",[N],"[Near, Accept]",[],,,1,,TRUE,5,16:06:50,[NEU],EL_Voting Req,EL_Mail-in
3041,183619,1183163,How do I find information about local ballot initiatives?,How do I find information about local ballot initiatives?,"To find information about local ballot initiatives in Pennsylvania, consult ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office. Each of Pennsylvania's 67 counties administers local elections and can provide details on specific ballot initiatives relevant to your area.",exact,,,10/17/24 11:16,Yes,"Some omissions-- for instance, can be requested by mail, online, or in person",EE: This was a near answer so it was slighly generated. Updated our standard answer to this question to include the various application methods and the deadline.,en,1486,[P],[St/Loc Prop],[N],"[Exact, Accept]",[],,,1,,TRUE,5,10:15:06,[NEU],P_St/Loc Prop,P_St/Loc Prop
3042,183619,1183160,how do I get information on local township races/issues?,How do I find information about local ballot initiatives?,I'm checking to see if we're on the same page. Do any of these questions spark something? How do I find information about local ballot initiatives? How can I find out which races are on my ballot? Where can I find more information about the candidates and elections in Pennsylvania?,suggestion,,,10/17/24 11:16,,,,en,1487,[P],[St/Loc Prop],[N],"[Suggestion, Not Align]",[],[DISTRICT],,1,,TRUE,5,10:15:26,[NEU],P_St/Loc Prop,P_St/Loc Prop
3043,183593,1182973,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,10/17/24 10:16,Yes,,,en,1485,[G],[State Basic],[N],"[Exact, Accept]",[],,,1,,TRUE,5,15:30:52,[NEU],G_State Basic,G_State Basic
3044,183534,1182613,what is the constitution party's policy goals,What is the larger goal of the Forward Party in Pennsylvania?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,no_match,,,10/17/24 8:12,,,,en,694,[P],[P Oth],,"[No Match, Should Ans]",[],[REPEATEDQUESTION],,0,,TRUE,3.1,1/21/2025 20:47:20,,P_P Oth,P_P Oth
3045,183534,1182589,what is the constitution party's goals,What is the larger goal of the Forward Party in Pennsylvania?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,no_match,,,10/17/24 8:01,,,,en,695,[P],[P Oth],,"[No Match, Should Ans]",[],[REPEATEDQUESTION],Constitution Party does exist in PA so I'd assume the bot should be able to answer this question,0,,TRUE,3.1,1/21/2025 20:47:20,,P_P Oth,P_P Oth
3046,183534,1182581,what is the constitutiion party's goals,What is the larger goal of the Forward Party in Pennsylvania?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,no_match,,,10/17/24 8:00,,,,en,696,[P],[P Oth],,"[No Match, Should Ans]",[],[REPEATEDQUESTION],Constitution Party does exist in PA so I'd assume the bot should be able to answer this question,0,,TRUE,3.1,1/21/2025 20:47:20,,P_P Oth,P_P Oth
3047,183447,1181836,How do I vote by mail?,How do I vote by mail?,"To vote by mail in Pennsylvania, you need to first apply for a mail-in ballot. You can apply for a mail ballot ""https://www.pavoterservices.pa.gov/OnlineAbsenteeApplication/#/OnlineMailInBegin"" online, in person at your county election office, or through the mail. Paper applications are also available for download in Spanish and Chinese, in addition to English. Applications must be received by your county election board by 5 p.m. on October 29 for the November 5 general election. Once approved, you will receive your ballot, which you must then complete. Each mail ballot comes with instructions that voters must read carefully. The best way to ensure your vote counts is to follow the instructions on your mail ballot, especially when it comes to correctly dating your ballot. You must return your own ballot, unless you have officially ""https://www.pa.gov/content/dam/copapwp-pagov/en/vote/resources/documents-and-forms/Authorize-Designated-Agent-for-Mail-in-or-Absentee-Ballot.pdf"" designated another person to do so on your behalf. There are several methods for returning your ballot, but the most important thing to remember is that your county election board must receive your ballot by 8 p.m. on Election Day.  If youâ€™re returning your ballot in person or using a drop box, you must use a location in your county. If you deliver your ballot to another county, it wonâ€™t be counted. After you return your ballot, you can track its status ""https://www.pavoterservices.pa.gov/pages/ballottracking.aspx"" online.",exact,,,10/17/24 0:03,Yes,Should have been updated per 10/28 notes+ review,"EE: This was updated, not sure why it didn't show up.",en,1483,[EL],[Mail-in],[N],"[Exact, Accept]",[],,,1,,TRUE,5,15:29:54,[NEU],EL_Mail-in,EL_Mail-in
3048,183425,1181628,Who is running for attorney general?,Who is running for attorney general?,"In the upcoming election for Pennsylvania attorney general, Democrat Eugene DePasquale and Republican Dave Sunday will face third-party candidates Robert Cowburn of the Libertarian Party, Justin L. Magill of the Constitution Party, Eric L. Settle of the Forward Party, and Richard L. Weiss of the Green Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-attorney-general-candidates-quiz/"" PA attorney general candidate quiz to see which major party candidate for Pennsylvania attorney general most closely aligns with what matters to you.",exact,,,10/16/24 22:52,Yes,,,en,,,,,,[],,,1,,,,,,,G_State Basic
3049,183328,1180912,Thank you,Thanks,You're very welcome.,exact,,,10/16/24 19:50,,,,en,1480,[M],[Non-elect],[Pos],"[Exact, Accept]",[],,,1,,TRUE,5,15:29:13,['POS'],M_Non-elect,M_Non-elect
3050,183328,1180910,Is voting for President a primary election,How is the primary election different from the general election?,"Voting for President occurs in both primary and general elections. In the primary election, Democratic and Republican voters select their party's nominee for the presidential race. In the general election, all registered voters, regardless of party affiliation, choose among the nominees from all parties to determine who will be the next President.",near,5,"The output is fully validated by the context. It accurately explains the difference between primary and general elections, specifically mentioning the selection of party nominees in the primary and the final decision in the general election. There are no notable additions, omissions, or inaccuracies.",10/16/24 19:49,Yes,,,en,1481,[EL],[EL Oth],[N],"[Exact, Accept]",[],,,1,,TRUE,5,10:05:49,[NEU],EL_EL Oth,EL_EL Oth
3051,183328,1180904,If zI am registered democrat can I vote Republican for President,"I'm a Democrat, but I want to vote for a Republican. Can I?","In Pennsylvania, registered voters may vote for candidates from any party in a general election, regardless of their party affiliation. This means that as a Democrat, you can choose to vote for Republican candidates in the general election. However, this does not apply to primary elections.",exact,,,10/16/24 19:48,Yes,,,ro,1482,[EL],[Voter Reg],[N],"[Exact, Accept]",['FLAG'],[CONTEXT]|[REPEATEDQUESTION],,1,,TRUE,5,15:28:33,[NEU],EL_Voter Reg,EL_Voter Reg
3052,183300,1180720,Sorry your election already failed if online,Can I vote electronically?,"I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? Are electronic ballots safe? What if it's election day and I can't get to the polls? If I received a mail in ballot, can I still vote in person?",suggestion,,,10/16/24 18:44,,"""appeared with him at least one recent"" --> ""appeared with him in at least one recent"" ",EE updated.,en,1476,[EL],[EL Oth],[N],"[Suggestion, Not Align]",['FLAG'],[CONTEXT],conversation as a whole is weird/has mistrust in it/etc,1,,TRUE,5,10:01:46,[NEU],EL_EL Oth,EL_EL Oth
3053,183300,1180718,Will machines have a monitor on it to see if online,Are voting machines safe?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,no_match,,,10/16/24 18:43,,,,en,1477,[EL],[EL Oth],[N],"[No Match, Approp]",['FLAG'],[CONTEXT],conversation as a whole is weird/has mistrust in it/etc,1,,TRUE,5,10:01:13,[NEU],EL_EL Oth,EL_EL Oth
3054,183300,1180709,Will machines be online,Are voting machines safe?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,no_match,,,10/16/24 18:41,,,,en,1478,[EL],[EL Oth],[N],"[No Match, Approp]",['FLAG'],[CONTEXT],conversation as a whole is weird/has mistrust in it/etc,1,,TRUE,5,9:59:16,[NEU],EL_EL Oth,EL_EL Oth
3055,183259,1180397,I will in scranton - what's on the ballot there?,What will be on my ballot in Scranton?,"What will be on the ballot depends on where you live. Some counties provide a sample ballot online. To confirm, you can check the ""https://www.lackawannacounty.org/"" Lackawanna County website.",exact,,,10/16/24 16:51,Yes,,,en,1472,[G],"[Elect Basic] , [Local Basic]",[N],"[Exact, Accept]",[],[DISTRICT],,1,,TRUE,5,18:48:44,[NEU],G_Elect Basic,G_Local Basic
3055,183259,1180397,I will in scranton - what's on the ballot there?,What will be on my ballot in Scranton?,"What will be on the ballot depends on where you live. Some counties provide a sample ballot online. To confirm, you can check the ""https://www.lackawannacounty.org/"" Lackawanna County website.",exact,,,10/16/24 16:51,Yes,,,en,1472,[G],"[Elect Basic] , [Local Basic]",[N],"[Exact, Accept]",[],[DISTRICT],,1,,TRUE,5,18:48:44,[NEU],G_Local Basic,G_Local Basic
3055,183259,1180397,I will in scranton - what's on the ballot there?,What will be on my ballot in Scranton?,"What will be on the ballot depends on where you live. Some counties provide a sample ballot online. To confirm, you can check the ""https://www.lackawannacounty.org/"" Lackawanna County website.",exact,,,10/16/24 16:51,Yes,,,en,1472,[G],"[Elect Basic] , [Local Basic]",[N],"[Exact, Accept]",[],[DISTRICT],,1,,TRUE,5,18:48:44,[NEU],G_Elect Basic,G_Local Basic
3055,183259,1180397,I will in scranton - what's on the ballot there?,What will be on my ballot in Scranton?,"What will be on the ballot depends on where you live. Some counties provide a sample ballot online. To confirm, you can check the ""https://www.lackawannacounty.org/"" Lackawanna County website.",exact,,,10/16/24 16:51,Yes,,,en,1472,[G],"[Elect Basic] , [Local Basic]",[N],"[Exact, Accept]",[],[DISTRICT],,1,,TRUE,5,18:48:44,[NEU],G_Local Basic,G_Local Basic
3056,183237,1180234,when will we know the results of the 2024 election,Will we know election results the night of the election?,"It's difficult to predict when we will know the results of the 2024 election. Factors such as the volume of mail ballots, close races, and potential legal challenges can impact the release of unofficial results. At Spotlight PA, we will aim to report accurate results as soon as they become available. You can find the most accurate election results on the ""https://www.pa.gov/en/agencies/vote.html"" Department of State's website and follow our coverage at Spotlight PA's ""https://www.spotlightpa.org/elections-2024/"" Election Center.",near,5,"The output is fully validated by the context. It accurately reflects the uncertainty in predicting the exact timing of the election results due to factors like mail ballots, close races, and potential legal challenges. It also correctly mentions that Spotlight PA will report accurate results as soon as they become available and provides information on where to find the most accurate election results. There are no notable additions, omissions, or inaccuracies.",10/16/24 15:45,See notes,,,en,1470,[EL],[Res/Rep/Time],[N],"[Exact, Accept]",[],,,1,,TRUE,5,12:36:24,[NEU],EL_Res/Rep/Time,EL_Res/Rep/Time
3057,183219,1180091,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,10/16/24 15:10,Yes,Suggestion: link directly to results website https://www.electionreturns.pa.gov/,EE updated and included Spotlight PA results page as well.,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
3058,183216,1180078,How many candidates for General Assembly can I vote for?,How many candidates for General Assembly can I vote for?,"In the upcoming general election, Pennsylvanians can vote for one candidate for the Pennsylvania House of Representatives. Half of the 50-member state Senate will be up for election this year. ",exact,,,10/16/24 15:05,Yes,,,en,1469,[EL],[EL Oth],[N],"[Exact, Accept]",[],,,1,,TRUE,5,15:08:48,[NEU],EL_EL Oth,EL_EL Oth
3059,183207,1179987,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate. ",exact,,,10/16/24 14:44,Yes,,,en,1468,[G],[State Basic],[N],"[Exact, Accept]",[],,,1,,TRUE,5,10:14:42,[NEU],G_State Basic,G_State Basic
3060,183196,1179913,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,10/16/24 14:08,Yes,,,en,1467,[EL],[Voter Reg],[N],"[Exact, Accept]",[],,,1,,TRUE,5,10:10:56,[NEU],EL_Voter Reg,EL_Voter Reg
3061,183190,1179891,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,10/16/24 13:55,Yes,,,en,2178,[EL],[Voter Reg],[N],"[Exact, Accept]",[],,,1,,TRUE,5,4/23/2025 10:36:42,[NEU],EL_Voter Reg,EL_Voter Reg
3062,183187,1179889,How do I change my voter registration after I move?,How do I change my voter registration after I move?,"To change your voter registration after moving, you can ""https://www.pavoterservices.pa.gov/Pages/VoterRegistrationApplication.aspx"" update your information online through the Pennsylvania Department of State's website or submit a new voter registration application by mail. If you choose to update your registration by mail, you can download a ""https://www.pa.gov/content/dam/copapwp-pagov/en/vote/resources/documents-and-forms/Voter_Registration_Application_English.pdf"" voter registration form from the Department of State's website and send the completed form to ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office. It's important to ensure your voter registration reflects your current address to participate in elections in your new location.",exact,,,10/16/24 13:53,See notes,Where is this quote pulled from?,"EE: This is from the AG's office, but it looks like they updated the language so I reformatted the answer to not be a quote. The link is included in the answer: https://www.attorneygeneral.gov/resources/voting/",en,1464,[EL],[Voter Reg],[N],"[Exact, Accept]",[],,,1,,TRUE,5,12:36:00,[NEU],EL_Voter Reg,EL_Voter Reg
3063,183189,1179885,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,10/16/24 13:53,Yes,Update for post- Oct 29?,EE: Updated answer.,en,1466,[G],[State Basic],[N],"[Exact, Accept]",[],,,1,,TRUE,5,10:10:39,[NEU],G_State Basic,G_State Basic
3064,183187,1179875,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,10/16/24 13:50,Yes,,,en,1465,[EL],[Voter Reg],[N],"[Exact, Accept]",[],,,1,,TRUE,5,12:35:38,[NEU],EL_Voter Reg,EL_Voter Reg
3065,183167,1179731,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,10/16/24 13:19,Yes,,,en,1463,[EL],[Voter Reg],,"[Exact, Accept]",[],,,1,,TRUE,5,12:35:01,,EL_Voter Reg,EL_Voter Reg
3066,183143,1179560,I need info on pa representative candidates for the 15th district,Who is running for PA House?,"All 203 seats in the Pennsylvania House of Representatives are up for election in 2024. To find specific information about the candidates running in the 15th district, you can use Spotlight PA's sample ballot, which will show the candidates in your district. For a full list of candidates running for the Pennsylvania legislature, refer to our comprehensive list published on our website.",near,5,"The output is fully validated by the context. It accurately states that all 203 seats in the Pennsylvania House of Representatives are up for election in 2024 and directs the user to use Spotlight PA's sample ballot to find specific candidates in the 15th district. There are no notable additions, omissions, or inaccuracies.",10/16/24 12:44,Yes,,,en,1462,[G],[House Basic],[N],"[Exact, Accept]",[],[DISTRICT],,1,,TRUE,5,18:48:34,[NEU],G_House Basic,G_House Basic
3067,183123,1179416,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate. ",exact,,,10/16/24 12:00,Yes,Resources recommended probably not relevant,EE: Updated answer to be more in-depth and share appropriate links and guides from Spotlight PA.,en,,,,,,[],,,1,,,,,,,G_State Basic
3068,183086,1179196,Who is Scott Perry?,Who is Scott Perry?,"Scott Perry is the Republican incumbent running to represent Pennsylvania's 10th Congressional District in the U.S. House of Representatives. Perry, of York County, has served in the House since 2013, including two years as the chair of the far-right House Freedom Caucus. He is an Army veteran, former businessman, and former three-term member of the Pennsylvania House of Representatives. He holds degrees from Harrisburg Area Community College, Pennsylvania State University, and the United States Army War College.",exact,,,10/16/24 10:46,Yes,,,en,,,,,,[],,,1,,,,,,,G_Ind Basic
3069,182865,1177406,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,10/15/24 20:33,Yes,,,en,1459,[EL],[Voter Reg],[N],"[Exact, Accept]",[],[REPEATEDQUESTION],,1,,TRUE,5,10:10:08,[NEU],EL_Voter Reg,EL_Voter Reg
3070,182865,1177404,How do I check to see if I am registered to vote?,How do I check to see if I am registered to vote?,"You can check your voter registration in Pennsylvania by visiting the ""https://www.pavoterservices.pa.gov/Pages/voterregistrationstatus.aspx"" Department of State's website, contacting ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html"" your county voter registration office, or by calling 1-877-VOTESPA. If you are registered to vote, you do not have to register again in Pennsylvania unless you change your address, name, or political party.",exact,,,10/15/24 20:33,Yes,It doesn't seem like there are state judges on the ballot. (What local officials are up for election?),"EE: Yikes, this is not correct.",en,1460,[EL],[Voter Reg],[N],"[Exact, Accept]",[],[REPEATEDQUESTION],,1,,TRUE,5,10:10:22,[NEU],EL_Voter Reg,EL_Voter Reg
3071,182865,1177383,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA. ",exact,,,10/15/24 20:32,Yes,,,en,1461,[EL],[Voter Reg],[N],"[Exact, Accept]",[],[REPEATEDQUESTION],,1,,TRUE,5,10:09:51,[NEU],EL_Voter Reg,EL_Voter Reg
3072,182864,1177377,Who are the treasurer candidates?,Who are the treasurer candidates?,"In the upcoming election for Pennsylvania treasurer, Republican incumbent Stacy Garrity faces Democrat Erin McClelland, Nickolas Ciesielski of the Libertarian Party, Chris Foster of the Forward Party, and Troy Bowman of the Constitution Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-treasurer-candidates-quiz/"" PA treasurer candidate quiz to see which major party candidate for Pennsylvania treasurer most closely aligns with what matters to you.",exact,,,10/15/24 20:31,Yes,,,en,2176,[G],[State Basic],[N],"[Exact, Accept]",[],,,1,,TRUE,5,4/23/2025 10:36:22,[NEU],G_State Basic,G_State Basic
3073,182864,1177367,auditor general comparison of two primary candidates,What is the difference between auditor general candidates?,"The candidates for Pennsylvania auditor general belong to different political parties: incumbent Republican Tim DeFoor and Democratic state Rep. Malcolm Kenyatta. According to his campaign website, Kenyatta would create a Bureau of Labor and Worker Protections, return school compliance audits to the auditor general's office, ensure hospital and long-term care providers disclose state fund usage, and review the state's approach to reducing gun violence. DeFoor's second-term priorities include cutting wasteful government spending, increasing transparency by ending loopholes that allow Pennsylvania agencies to hide taxpayer-funded contracts, and strengthening the economy. Take our PA auditor general quiz to see which major party candidate for Pennsylvania auditor general most closely aligns with what matters to you.",near,5,"The output is fully validated by the context. It accurately identifies the two primary candidates for Pennsylvania auditor general, their political affiliations, and their main policy positions. There are no notable additions, omissions, or inaccuracies.",10/15/24 20:29,Yes,Should have been updated per 10/28 notes,EE: This was updated on 10/29. I'm flagging for Alex bc I don't know why there are answers that I've updated that are not going thru. It looks like there were two similar questions on the backend and only one was updated. I went ahead and made sure they both had the same answer.,en,2177,[P],[Cand Comp],[N],"[Exact, Accept]",[],,,1,,TRUE,5,4/23/2025 10:36:03,[NEU],P_Cand Comp,P_Cand Comp
3074,182804,1176900,How do I find my countyâ€™s election office for more information?,How do I find my countyâ€™s election office for more information?,"To find your county's election office in Pennsylvania, you can visit the Pennsylvania ""https://www.pa.gov/en/agencies/vote.html"" Department of State's website. There, you will find a list of the 67 county boards of elections, along with their contact information. You can select your county to access details about voter registration, polling places, and additional election-related inquiries. This resource will help you get the information you need regarding elections in your county.",exact,,,10/15/24 18:27,Yes- see notes,,,en,1457,[EL],[EL Oth],[N],"[Exact, Accept]",[],,,1,,TRUE,5,12:32:10,[NEU],EL_EL Oth,EL_EL Oth
3075,182804,1176896,where do I get regastrate in persion,Where can I register to vote?,"To register to vote in person in Pennsylvania, you can visit various government agencies, including Pennsylvania Department of Transportation (PennDOT) photo license and driver's license centers. Additionally, you can register at your county voter registration office. If you have any questions or need assistance, you can reach out to the Pennsylvania Department of State for guidance.",near,4,"The output is mostly accurate and aligns well with the context. It correctly identifies that one can register to vote in person at PennDOT photo license and driver's license centers and adds the county voter registration office, which is a reasonable addition. The output also mentions reaching out to the Pennsylvania Department of State for guidance, which is consistent with the context. There are no significant inaccuracies, but the addition of the county voter registration office, while helpful, is not explicitly mentioned in the context.",10/15/24 18:25,See notes,Update for post- Oct 29?,EE updated!,en,1458,[EL],[Voter Reg],[N],"[Exact, Accept]",[],,,1,,TRUE,5,12:31:47,[NEU],EL_Voter Reg,EL_Voter Reg
3076,182737,1176333,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate. ",exact,,,10/15/24 15:48,Yes,Update for post- Oct 29?,EE updated!,en,,,,,,[],,,1,,,,,,,G_State Basic
3077,182733,1176305,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,10/15/24 15:40,Yes,,,en,1456,[EL],[Voter Reg],[N],"[Exact, Accept]",[],,,1,,TRUE,5,12:31:31,[NEU],EL_Voter Reg,EL_Voter Reg
3078,182732,1176301,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,10/15/24 15:38,Yes,,,en,1455,[EL],[Voter Reg],[N],"[Exact, Accept]",[],,,1,,TRUE,5,12:31:05,[NEU],EL_Voter Reg,EL_Voter Reg
3079,182730,1176285,Who is ahead in the polls?,Who is currently leading in the Pennsylvania presidential polls?,"Outlets including 538 and RealClear publish polling averages that show which presidential candidate is currently leading Pennsylvania. For the most accurate and up-to-date information, we recommend checking these sources directly.",near,5,"The output is fully validated by the context. It accurately mentions that outlets like 538 and RealClear publish polling averages for the Pennsylvania presidential polls. There are no notable additions, omissions, or inaccuracies in the output.",10/15/24 15:31,See notes,,,en,2175,[EA],[Polling Fore],[N],"[Exact, Accept]",[],,,1,,TRUE,5,4/23/2025 10:35:20,[NEU],EA_Polling Fore,EA_Polling Fore
3080,182700,1176086,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,10/15/24 14:33,Yes,,,en,1454,[G],[State Basic],[N],"[Exact, Accept]",[],,,1,,TRUE,5,12:30:23,[NEU],G_State Basic,G_State Basic
3081,182621,1175549,What is my legislative district?,How do I know what district I'm in?,"To find your legislative and U.S. House districts in Pennsylvania, you can use the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool. Once you input your address, the tool will show you which districts you live in and provide you with the name of your current representatives in the state House, state Senate, U.S. House, and U.S. Senate.",exact,,,10/15/24 12:08,Yes,Confirmed per expert review 10/28,,en,1448,[G],"[Elect Basic] , [House Basic]",,"[Exact, Accept]",[],[DISTRICT],,1,,TRUE,5,18:47:43,,G_Elect Basic,G_Elect Basic
3081,182621,1175549,What is my legislative district?,How do I know what district I'm in?,"To find your legislative and U.S. House districts in Pennsylvania, you can use the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool. Once you input your address, the tool will show you which districts you live in and provide you with the name of your current representatives in the state House, state Senate, U.S. House, and U.S. Senate.",exact,,,10/15/24 12:08,Yes,Confirmed per expert review 10/28,,en,1448,[G],"[Elect Basic] , [House Basic]",,"[Exact, Accept]",[],[DISTRICT],,1,,TRUE,5,18:47:43,,G_House Basic,G_Elect Basic
