coding_ID,sID,conversation_id,message_id,user_query,dewey_match,response,created_at,primary_code,sec_codes,sent,bot_answer_rating,trust_flag,other_flags,coder_notes,risk_amt,risk_note,coder_name,mutiple_coders_flag,coding_stage,coding_time
2535,"1,373","194,407",1263093,Who represent in the republican party  for  18428  area code,Who is running for Pa House of Representatives for district 28?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Who is running for Pa House of Representatives for district 28?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Who is my state representative?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Who is running on the Republican ticket in Pennsylvania?</a></div>",11/4/24 22:01,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2536,"1,370","194,410",1263117,Can I vote in different location from my registration?,Can I vote in different location from my registration?,"You must vote at your designated polling place based on your voter registration. If you are at the wrong location but believe you are eligible to vote there, you can request a provisional ballot. Your county's elections officials will later determine if your provisional ballot can be counted. However, it is recommended to verify your polling place before Election Day to ensure your vote counts. You can find your polling place using the ""https://www.pavoterservices.pa.gov/Pages/PollingPlaceInfo.aspx"" Department of State voting location tool.",11/4/24 22:01,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2537,"1,371","194,410",1263109,Can I vote at a polling place I am not registered at,Can I vote in different location from my registration?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote in different location from my registration?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote on Election Day if I haven't registered yet?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How do I vote at a new polling place if I haven't yet registered to vote at my new address?</a></div>",11/4/24 22:01,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2538,"1,365","194,426",1263182,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",11/4/24 22:12,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2539,"1,364","194,429",1263194,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",11/4/24 22:14,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2540,"1,357","194,446",1263313,what do you mean by one election like tomorrow?,When is election day?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">When is election day?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What do I need to know about the election?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Will we know election results the night of the election?</a></div>",11/4/24 22:34,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2541,"1,358","194,446",1263307,I didnâ€™t update my change of address can i still vote election day?,Can I vote if I moved but havenâ€™t updated my registration?,"If you moved within Pennsylvania less than 30 days before the election, you must vote at the polling place for your old address. If you moved within the commonwealth more than 30 days ago but havenâ€™t yet updated your registration, you can still vote at the polling place for your old address for one election. However, if you have moved from one county to another, you must fill out a form at your polling place with your new address and county. This will allow officials to update your voter registration in both counties after the election, and you will receive a new voter registration card matching your new address. For more details, you can refer to the ""https://www.pa.gov/en/agencies/vote/voter-registration/update-my-registration.html"" â€œIf you moveâ€ section of the Pennsylvania Department of Stateâ€™s website.",11/4/24 22:33,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2542,"1,360","194,446",1263301,"if my id is a different address then where i registered, can i vote at the original place i registered",Can I vote in different location from my registration?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote in different location from my registration?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">If my address has not changed since the last election, do I still vote in the same place?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I register to vote using my college address?</a></div>",11/4/24 22:33,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2543,"1,361","194,446",1263295,if my id is a different addresses then my voting location can i see go,Can I vote in different location from my registration?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote in different location from my registration?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">My address is wrong on my voter registration? Am I still able to vote?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">If my address has not changed since the last election, do I still vote in the same place?</a></div>",11/4/24 22:32,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2544,"1,355","194,453",1263324,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",11/4/24 22:39,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2545,"1,350","194,457",1263352,who is running for treasurer?,Who is running for treasurer?,"In the upcoming election for Pennsylvania treasurer, Republican incumbent Stacy Garrity faces Democrat Erin McClelland, Nickolas Ciesielski of the Libertarian Party, Chris Foster of the Forward Party, and Troy Bowman of the Constitution Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-treasurer-candidates-quiz/"" PA treasurer candidate quiz to see which major party candidate for Pennsylvania treasurer most closely aligns with what matters to you.",11/4/24 22:43,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2546,"1,351","194,457",1263347,What statewide races are happening in PA this year?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",11/4/24 22:42,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2547,"1,352","194,457",1263345,what are the statewide elections in pa 2024?,What are the most important elections in PA in 2024?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">What are the most important elections in PA in 2024?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">When is Election Day 2024 in Pennsylvania?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What statewide races are happening in PA this year?</a></div>",11/4/24 22:42,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2548,"1,353","194,457",1263340,who is running for attorney general?,Who is running for attorney general?,"In the upcoming election for Pennsylvania attorney general, Democrat Eugene DePasquale and Republican Dave Sunday will face third-party candidates Robert Cowburn of the Libertarian Party, Justin L. Magill of the Constitution Party, Eric L. Settle of the Forward Party, and Richard L. Weiss of the Green Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-attorney-general-candidates-quiz/"" PA attorney general candidate quiz to see which major party candidate for Pennsylvania attorney general most closely aligns with what matters to you.",11/4/24 22:40,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2549,"1,349","194,460",1263371,What are the main differences between Bob Casey and Dave McCormick?,What are the main differences between Bob Casey and Dave McCormick?,"The main differences between Bob Casey and Dave McCormick lie in their political backgrounds and positions on key issues. Casey, a long-serving Democratic senator, emphasizes reproductive rights and has shifted his stance to support womenâ€™s access to abortion care. In contrast, McCormick, a Republican and former hedge fund CEO, has a more conservative view on reproductive health and lacks prior elected office experience.",11/4/24 22:45,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2550,"1,335","194,479",1263509,Can I vote in PA if I missed deadline to register?,Can I vote in PA if I missed deadline to register?,"If you missed the deadline to register to vote in Pennsylvania, you will not be able to vote in the upcoming election. The registration deadline was Oct. 21 for the Nov. 5, 2024 general election.",11/4/24 23:02,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2551,"1,336","194,479",1263506,What if my application is being processed after October 21,Can I vote on Election Day if I haven't registered yet?,"<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote on Election Day if I haven't registered yet?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote in PA if I missed deadline to register?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I still register to vote?</a></div>",11/4/24 23:01,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2552,"1,337","194,479",1263506,What if my application is being processed after October 21,How do I check the status of my poll worker application?,"<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote on Election Day if I haven't registered yet?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote in PA if I missed deadline to register?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I still register to vote?</a></div>",11/4/24 23:01,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2553,"1,339","194,479",1263490,"I registered, but my application in still being processed",Can I vote on Election Day if I haven't registered yet?,"<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote on Election Day if I haven't registered yet?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I still register to vote?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if my registration is inactive?</a></div>",11/4/24 23:01,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2554,"1,340","194,479",1263490,"I registered, but my application in still being processed",How can I check my registration?,"<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote on Election Day if I haven't registered yet?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I still register to vote?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if my registration is inactive?</a></div>",11/4/24 23:01,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2555,"1,341","194,479",1263484,Can I vote if I forgot to register?,Can I vote if I forgot to register?,"You must be registered to vote in advance of Election Day in Pennsylvania; the state does not offer same-day registration. The deadline to register for the Nov. 5 general election was Oct. 21, 2024. If you did not register, you will not be able to vote.",11/4/24 23:00,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2556,"1,343","194,479",1263455,"I have registered to vote, but application was late","Will my vote be counted if it was postmarked in time, but arrived late?","<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Will my vote be counted if it was postmarked in time, but arrived late?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if I forgot to register?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if I moved but havenâ€™t updated my registration?</a></div>",11/4/24 22:59,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2557,"1,332","194,506",1263586,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",11/4/24 23:18,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2558,"1,330","194,513",1263605,Can I get paid to vote for a candidate?,How can I donate to candidates?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,11/4/24 23:23,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2559,"1,331","194,513",1263605,Can I get paid to vote for a candidate?,Is it legal for noncitizens to vote in federal elections in the United States?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,11/4/24 23:23,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2560,"1,326","194,526",1263697,Who is running for general assembly?,Who is running for general assembly?,"In Pennsylvania, all 203 members of the state House of Representatives are up for election in 2024 and 25 of the 50 state Senate seats are also on the ballot. The specific candidates on your ballot will vary by district. Spotlight PA has published a list of every candidate running for the Pennsylvania legislature in the 2024 general election ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-house-senate-full-list-candidates/"" here. To find out who is running in your district, you can visit the ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" stateâ€™s legislator lookup tool or use Spotlight PAâ€™s ""https://www.spotlightpa.org/news/2024/09/pennsylvania-pennsylvania-ballot-sample-election-2024/"" sample ballot tool for a customized list of races.",11/4/24 23:37,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2561,"1,327","194,526",1263695,candidates for general assembly 189 district,Who is running for general assembly?,"<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Who is running for general assembly?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Who are the candidates in district 2?</a></div>",11/4/24 23:37,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2562,"1,324","194,534",1263763,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",11/4/24 23:57,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2563,"1,318","194,564",1263908,tell me about bob casey,Who is Bob Casey?,"Bob Casey is the Democratic incumbent and three-term U.S. Senator representing Pennsylvania. He has been in office since 2007 and is the longest-serving Democratic U.S. senator in Pennsylvania's history. Before his Senate election, Casey served as Pennsylvaniaâ€™s auditor general, then treasurer. His father, Bob Casey Sr., was a two-term Pennsylvania governor. If reelected, it would be his fourth term. You can learn more about Casey on his campaign website.",11/5/24 0:35,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2564,"1,317","194,573",1263975,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",11/5/24 0:44,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2565,"1,316","194,589",1264092,What are the voting hours?,What are the hours for polling places on election day?,"Polls open at 7 a.m and close at 8 p.m. If youâ€™re in line when the polls close, make sure you stay in line â€” you can still vote.",11/5/24 1:30,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2566,"1,309","194,596",1264149,do i need to change parties before election day,How do I change parties?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">How do I change parties?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">If my address has not changed since the last election, do I still vote in the same place?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Has PA changed the way mail-in votes can be counted before election day?</a></div>",11/5/24 1:54,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2567,"1,310","194,596",1264147,do i need to change parties before election day,How do I change parties?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">How do I change parties?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">If my address has not changed since the last election, do I still vote in the same place?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Has PA changed the way mail-in votes can be counted before election day?</a></div>",11/5/24 1:54,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2568,"1,311","194,596",1264145,can I change parties on election day,How do I change parties?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">How do I change parties?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can a person who is registered as an independent voter vote in the elections?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if I turn 18 on Election Day?</a></div>",11/5/24 1:53,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2569,"1,312","194,596",1264143,do i need to change party before election day,How do I change parties?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">How do I change parties?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">If my address has not changed since the last election, do I still vote in the same place?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What should I do if I need to vote before Election Day?</a></div>",11/5/24 1:53,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2570,"1,313","194,596",1264141,How do I change parties?,How do I change parties?,"To change your party affiliation in Pennsylvania, you can complete and submit a new voter registration form with your updated party preference. You can do this online, by mail, or in person using the voter registration application form and checking the correct box at the top of the form. After submitting the form, your new party affiliation will be updated in the voter registration records. If you have any questions or need assistance, you can contact the Pennsylvania Department of State's hotline at 1-877-VOTESPA.",11/5/24 1:51,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2571,"1,314","194,596",1264139,"If I didn't vote in the last election, can I still vote in this election?","If I didn't vote in the last election, can I still vote in this election?","Yes, you should still be able to vote in this upcoming election even if you didn't vote in the last one. Our team recommends that you verify the status of your ""https://www.pavoterservices.pa.gov/Pages/voterregistrationstatus.aspx"" voter registration online to make sure.",11/5/24 1:51,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2572,"1,315","194,596",1264137,on election day can I change party?,How do I change parties?,"<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">How do I change parties?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote on Election Day if I haven't registered yet?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">If I didn't vote in the last election, can I still vote in this election?</a></div>",11/5/24 1:51,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2573,"1,306","194,619",1264296,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",11/5/24 4:18,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2574,"1,302","194,628",1264345,"If I didn't sign up for an absentee ballot but can't get to my polling place, how can I vote?","If I didn't sign up for an absentee ballot but can't get to my polling place, how can I vote?","If you've missed the deadline to request an absentee ballot and can't get to your polling place, you may be eligible for an ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot/emergency-absentee-ballot.html"" Emergency Ballot. This type of ballot is for emergency situations only, such as an unexpected illness, disability, or last-minute absence from your municipality. You can ""https://www.vote.pa.gov/Resources/Documents/PADOS_EmergencyAbsenteeBallotApplication_English.pdf"" request an Emergency Absentee Ballot beginning at 5 p.m. the Tuesday before the election. The deadline to submit your Emergency Absentee Ballot Application to your county election board is 8 p.m. on Election Day. Additionally, if you are unable to pick up or return your emergency ballot, you can authorize a representative to do so on your behalf. ",11/5/24 4:47,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2575,"1,303","194,628",1264343,I cannot vote in person. How can I vote?,"If I didn't sign up for an absentee ballot but can't get to my polling place, how can I vote?","<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">If I didn't sign up for an absentee ballot but can't get to my polling place, how can I vote?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How do I vote absentee?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">I have a mail ballot but donâ€™t want to use it. How can I vote?</a></div>",11/5/24 4:47,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2576,"1,300","194,629",1264351,I moved and did not update my registration,Can I vote if I moved but havenâ€™t updated my registration?,"If you moved within Pennsylvania less than 30 days before the election, you must vote at the polling place for your old address. If you moved within the commonwealth more than 30 days ago but havenâ€™t yet updated your registration, you can still vote at the polling place for your old address for one election. However, if you have moved from one county to another, you must fill out a form at your polling place with your new address and county. This will allow officials to update your voter registration in both counties after the election, and you will receive a new voter registration card matching your new address. For more details, you can refer to the ""https://www.pa.gov/en/agencies/vote/voter-registration/update-my-registration.html"" â€œIf you moveâ€ section of the Pennsylvania Department of Stateâ€™s website.",11/5/24 4:49,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2577,"1,301","194,629",1264347,can I go to my old polling place,"If my address has not changed since the last election, do I still vote in the same place?","<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">If my address has not changed since the last election, do I still vote in the same place?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Why can't I find my polling place?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How do I know if my polling place has changed for the upcoming election?</a></div>",11/5/24 4:48,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2578,"1,297","194,633",1264375,How can we be sure that the PA election will be fair?,How can we be sure that the PA election will be fair?,"In Pennsylvania, measures are in place to ensure voting security and integrity, including layers of protection in the commonwealth's voter registration process and the use of voting machines that produce a voter-verifiable paper record. Pennsylvania counties also conduct two types of post-election analyses: a 2% statistical sample required by state statute, and a statewide risk-limiting audit. Risk-limiting audits are scientifically designed procedures that use statistical methods to confirm election outcomes and to detect possible interference. You can read more about election security via the ""https://www.pa.gov/en/agencies/vote/elections/election-security.html"" Pennsylvania Department of State.",11/5/24 5:03,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2579,"1,298","194,633",1264373,How can we be sure this is an honest election,How can we be sure that the PA election will be fair?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">How can we be sure that the PA election will be fair?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I trust the election process in Pennsylvania?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How can I find out who is running in this election?</a></div>",11/5/24 5:02,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2580,"1,292","194,641",1264437,Can my mail-in ballot be cured?,Can my mail-in ballot be cured?,"Whether you can â€œcureâ€ your mail ballot depends on where you live. Some Pennsylvania counties do some form of outreach to voters who made a mistake on their mail ballot (like failing to date the return envelope) and give them the opportunity to fix it. Other counties claim this isnâ€™t lawful and do not allow it. Use Spotlight PA's ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-mail-ballot-curing-notice-errors-fix/"" interactive map to see what the policy is in your county or ""https://www.vote.pa.gov/Resources/Pages/Contact-Your-Election-Officials.aspx"" contact your county election office.",11/5/24 5:37,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2581,"1,293","194,641",1264433,I lost my mail ballot. What do I do?,I lost my mail ballot. What do I do?,"If you lost a ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot, you may vote by provisional ballot at your polling place. If you have questions or need assistance, contact your county board of elections for guidance on voting in person. Remember that it is unlawful to vote more than once in the same election.",11/5/24 5:37,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2582,"1,294","194,641",1264428,Mail in ballot was damaged,Can my mail-in ballot be cured?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can my mail-in ballot be cured?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">I lost my mail ballot. What do I do?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I correct a mail in ballot once it is mailed?</a></div>",11/5/24 5:37,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2583,"1,287","194,646",1264465,What will my ballot look like?,What will my ballot look like?,"What your ballot will look like depends on where you live. You can visit ""https://www.vote.pa.gov/Resources/Pages/Contact-Your-Election-Officials.aspx"" your county election website to see if they provide a sample ballot online or use ""https://www.spotlightpa.org/news/2024/09/pennsylvania-pennsylvania-ballot-sample-election-2024/"" Spotlight PA's sample ballot.",11/5/24 5:45,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2584,"1,289","194,646",1264462,Cooy of todays voting ballot looks,What will my ballot look like?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">What will my ballot look like?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What will be on my ballot in York?</a></div>",11/5/24 5:45,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2585,"1,286","194,647",1264470,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",11/5/24 5:47,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2586,"1,282","194,650",1264480,"If I didn't vote in the last election, can I still vote in this election?","If I didn't vote in the last election, can I still vote in this election?","Yes, you should still be able to vote in this upcoming election even if you didn't vote in the last one. Our team recommends that you verify the status of your ""https://www.pavoterservices.pa.gov/Pages/voterregistrationstatus.aspx"" voter registration online to make sure.",11/5/24 5:52,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2587,"1,283","194,650",1264478,"If i last voted 8 years ago, am i registered",Am I registered to vote?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if my registration is inactive?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">If I didn't vote in the last election, can I still vote in this election?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if I forgot to register?</a></div>",11/5/24 5:52,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2588,"1,279","194,656",1264513,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",11/5/24 6:04,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
2589,"1,278","194,657",1264515,What time do the polls open,When do the polls open?,"Polls in Pennsylvania open at 7:00 a.m. and close at 8:00 p.m. on Election Day.

As long as you are in line to vote by 8 p.m., you are entitled to cast a ballot.",11/5/24 6:05,,,,,,,,,,mifranz1057@gmail.com,TRUE,5.0,
